Time Frame,Frequency
0,2007.5
1,2007.5
2,2007.5
3,2007.5
4,2007.5
5,1986.0
6,1986.0
7,1986.0
8,2007.5
9,2007.5
10,2007.5
11,2007.5
12,2007.5
13,2007.5
14,2007.5
15,2007.5
16,2007.5
17,1986.0
18,2007.5
19,2007.5
20,2007.5
21,2007.5
22,2007.5
23,2007.5
24,1986.0
25,1986.0
26,1986.0
27,1986.0
28,2007.5
29,1986.0
30,1986.0
31,1986.0
32,1986.0
33,1986.0
34,1986.0
35,1986.0
36,1986.0
37,1964.5
38,1964.5
39,1964.5
40,1964.5
41,1964.5
42,1964.5
43,1964.5
44,1964.5
45,1964.5
46,1964.5
47,1964.5
48,1964.5
49,1964.5
50,1964.5
51,1964.5
52,1964.5
53,1986.0
54,1986.0
55,1986.0
56,1986.0
57,1986.0
58,1986.0
59,1986.0
60,1986.0
61,1986.0
62,1986.0
63,1986.0
64,1986.0
65,1986.0
66,1986.0
67,1986.0
68,2007.5
69,2007.5
70,2007.5
71,2007.5
72,2007.5
73,2007.5
74,2007.5
75,1986.0
76,1986.0
77,1986.0
78,2007.5
79,2007.5
80,2007.5
81,1986.0
82,1986.0
83,1986.0
84,1986.0
85,1986.0
86,1986.0
87,1986.0
88,1986.0
89,1986.0
90,1986.0
91,1986.0
92,1986.0
93,1986.0
94,1986.0
95,1986.0
96,1986.0
97,1986.0
98,1986.0
99,1986.0
100,1986.0
101,1986.0
102,1986.0
103,1986.0
104,1986.0
105,2007.5
106,2007.5
107,2007.5
108,2007.5
109,2007.5
110,1986.0
111,1986.0
112,1986.0
113,1986.0
114,1986.0
115,1986.0
116,1986.0
117,1986.0
118,1986.0
119,1986.0
120,1986.0
121,1986.0
122,1986.0
123,1986.0
124,1986.0
125,1986.0
126,1986.0
127,1986.0
128,2007.5
129,2007.5
130,2007.5
131,2007.5
132,1986.0
133,1986.0
134,1986.0
135,1986.0
136,1986.0
137,1986.0
138,1986.0
139,1986.0
140,2007.5
141,2007.5
142,1986.0
143,1986.0
144,1986.0
145,1986.0
146,1986.0
147,1986.0
148,1964.5
149,1986.0
150,1986.0
151,1986.0
152,1986.0
153,1986.0
154,1986.0
155,1986.0
156,1986.0
157,1964.5
158,1964.5
159,1964.5
160,1964.5
161,1964.5
162,1964.5
163,1964.5
164,1964.5
165,1964.5
166,1964.5
167,1964.5
168,1964.5
169,1964.5
170,1964.5
171,1943.0
172,1943.0
173,1943.0
174,1943.0
175,1943.0
176,1943.0
177,1943.0
178,1943.0
179,1943.0
180,1943.0
181,1943.0
182,1943.0
183,1943.0
184,1943.0
185,1943.0
186,1943.0
187,1943.0
188,1943.0
189,1943.0
190,1943.0
191,1943.0
192,1943.0
193,1964.5
194,1964.5
195,1964.5
196,1964.5
197,1964.5
198,1964.5
199,1964.5
200,1964.5
201,1964.5
202,1964.5
203,1964.5
204,1964.5
205,1986.0
206,1986.0
207,1986.0
208,1986.0
209,1986.0
210,1986.0
211,1986.0
212,1986.0
213,1986.0
214,1986.0
215,1964.5
216,1964.5
217,1964.5
218,1964.5
219,1986.0
220,1986.0
221,1986.0
222,1986.0
223,1986.0
224,1986.0
225,1986.0
226,1964.5
227,1964.5
228,1964.5
229,1964.5
230,1964.5
231,1964.5
232,1943.0
233,1943.0
234,1943.0
235,1964.5
236,1964.5
237,1964.5
238,1964.5
239,1986.0
240,1964.5
241,1964.5
242,1964.5
243,1964.5
244,1964.5
245,1986.0
246,1986.0
247,1986.0
248,1986.0
249,1986.0
250,1986.0
251,1986.0
252,1986.0
253,1986.0
254,1986.0
255,1986.0
256,1986.0
257,1986.0
258,1986.0
259,1986.0
260,1986.0
261,1986.0
262,1986.0
263,1986.0
264,1986.0
265,1986.0
266,1986.0
267,1986.0
268,1986.0
269,1986.0
270,1986.0
271,1986.0
272,1986.0
273,1986.0
274,1986.0
275,2007.5
276,2007.5
277,2007.5
278,2007.5
279,1986.0
280,1986.0
281,1986.0
282,1986.0
283,1986.0
284,1986.0
285,1986.0
286,1986.0
287,1986.0
288,1986.0
289,1986.0
290,1986.0
291,1986.0
292,1986.0
293,1986.0
294,1986.0
295,1986.0
296,1964.5
297,1964.5
298,1964.5
299,1943.0
300,1943.0
301,1943.0
302,1964.5
303,1964.5
304,1964.5
305,1964.5
306,1943.0
307,1943.0
308,1943.0
309,1943.0
310,1943.0
311,1943.0
312,1943.0
313,1943.0
314,1964.5
315,1964.5
316,1964.5
317,1943.0
318,1943.0
319,1943.0
320,1943.0
321,1943.0
322,1943.0
323,1964.5
324,1964.5
325,1964.5
326,1964.5
327,1943.0
328,1943.0
329,1943.0
330,1943.0
331,1964.5
332,1964.5
333,1964.5
334,1964.5
335,1964.5
336,1964.5
337,1964.5
338,1964.5
339,1964.5
340,1964.5
341,1964.5
342,1964.5
343,1964.5
344,1964.5
345,1943.0
346,1943.0
347,1943.0
348,1943.0
349,1964.5
350,1964.5
351,1964.5
352,1943.0
353,1943.0
354,1943.0
355,1964.5
356,1964.5
357,1964.5
358,1964.5
359,1964.5
360,1964.5
361,1964.5
362,1964.5
363,1964.5
364,1964.5
365,1943.0
366,1943.0
367,1943.0
368,1964.5
369,1964.5
370,1964.5
371,1964.5
372,1964.5
373,1964.5
374,1964.5
375,1964.5
376,1964.5
377,1964.5
378,1964.5
379,1964.5
380,1964.5
381,1964.5
382,1986.0
383,1964.5
384,1964.5
385,1986.0
386,1964.5
387,1964.5
388,1986.0
389,1964.5
390,1964.5
391,1964.5
392,1986.0
393,1986.0
394,1986.0
395,1986.0
396,1986.0
397,1986.0
398,1986.0
399,1986.0
400,1986.0
401,1986.0
402,1964.5
403,1964.5
404,1964.5
405,1964.5
406,1964.5
407,1964.5
408,1964.5
409,1964.5
410,1964.5
411,1964.5
412,1964.5
413,1964.5
414,1964.5
415,1964.5
416,1964.5
417,1964.5
418,1943.0
419,1943.0
420,1943.0
421,1943.0
422,1943.0
423,1943.0
424,1964.5
425,1943.0
426,1943.0
427,1943.0
428,1943.0
429,1943.0
430,1943.0
431,1943.0
432,1943.0
433,1943.0
434,1943.0
435,1943.0
436,1943.0
437,1964.5
438,1964.5
439,1964.5
440,1964.5
441,1964.5
442,1964.5
443,1964.5
444,1964.5
445,1964.5
446,1964.5
447,1964.5
448,1964.5
449,1964.5
450,1964.5
451,1964.5
452,1964.5
453,1964.5
454,1964.5
455,1964.5
456,1964.5
457,1964.5
458,1964.5
459,1964.5
460,1964.5
461,1964.5
462,1964.5
463,1964.5
464,1964.5
465,1964.5
466,1964.5
467,1964.5
468,1964.5
469,1964.5
470,1964.5
471,1964.5
472,1964.5
473,1964.5
474,1943.0
475,1943.0
476,1943.0
477,1943.0
478,1964.5
479,1964.5
480,1964.5
481,1964.5
482,1964.5
483,1964.5
484,1964.5
485,1964.5
486,1964.5
487,1964.5
488,1964.5
489,1964.5
490,1964.5
491,1964.5
492,1943.0
493,1943.0
494,1943.0
495,1964.5
496,1964.5
497,1964.5
498,1964.5
499,1964.5
500,1964.5
501,1964.5
502,1964.5
503,1964.5
504,1964.5
505,1964.5
506,1964.5
507,1964.5
508,1964.5
509,1964.5
510,1964.5
511,1964.5
512,1964.5
513,1964.5
514,1986.0
515,1986.0
516,1964.5
517,1986.0
518,1964.5
519,1964.5
520,1964.5
521,1964.5
522,1964.5
523,1986.0
524,1986.0
525,1986.0
526,1986.0
527,1986.0
528,1964.5
529,1986.0
530,1986.0
531,1986.0
532,1986.0
533,1964.5
534,1964.5
535,1964.5
536,1943.0
537,1964.5
538,1964.5
539,1964.5
540,1964.5
541,1964.5
542,1964.5
543,1964.5
544,1964.5
545,1964.5
546,1964.5
547,1964.5
548,1943.0
549,1943.0
550,1943.0
551,1943.0
552,1943.0
553,1943.0
554,1943.0
555,1943.0
556,1943.0
557,1943.0
558,1943.0
559,1964.5
560,1964.5
561,1964.5
562,1964.5
563,1964.5
564,1964.5
565,1964.5
566,1964.5
567,1964.5
568,1964.5
569,1943.0
570,1943.0
571,1943.0
572,1943.0
573,1943.0
574,1943.0
575,1943.0
576,1943.0
577,1943.0
578,1964.5
579,1943.0
580,1943.0
581,1943.0
582,1943.0
583,1943.0
584,1943.0
585,1943.0
586,1943.0
587,1964.5
588,1964.5
589,1943.0
590,1943.0
591,1943.0
592,1943.0
593,1943.0
594,1943.0
595,1943.0
596,1943.0
597,1964.5
598,1943.0
599,1964.5
600,1964.5
601,1964.5
602,1964.5
603,1964.5
604,1964.5
605,1964.5
606,1964.5
607,1964.5
608,1964.5
609,1964.5
610,1964.5
611,1964.5
612,1964.5
613,1964.5
614,1964.5
615,1964.5
616,1964.5
617,1964.5
618,1964.5
619,1964.5
620,1964.5
621,1964.5
622,1964.5
623,1986.0
624,1964.5
625,1986.0
626,1986.0
627,1964.5
628,1964.5
629,1964.5
630,1964.5
631,1964.5
632,1964.5
633,1964.5
634,1964.5
635,1986.0
636,1986.0
637,1986.0
638,1986.0
639,1986.0
640,1986.0
641,1986.0
642,1986.0
643,1986.0
644,1986.0
645,1986.0
646,1986.0
647,1986.0
648,1964.5
649,1986.0
650,1986.0
651,1964.5
652,1964.5
653,1964.5
654,1964.5
655,1964.5
656,1964.5
657,1964.5
658,1964.5
659,1964.5
660,1964.5
661,1964.5
662,1964.5
663,1964.5
664,1964.5
665,1943.0
666,1943.0
667,1943.0
668,1943.0
669,1964.5
670,1943.0
671,1943.0
672,1943.0
673,1943.0
674,1964.5
675,1964.5
676,1964.5
677,1943.0
678,1943.0
679,1943.0
680,1964.5
681,1964.5
682,1964.5
683,1964.5
684,1964.5
685,1964.5
686,1964.5
687,1964.5
688,1964.5
689,1964.5
690,1964.5
691,1964.5
692,1964.5
693,1964.5
694,1964.5
695,1964.5
696,1964.5
697,1986.0
698,1964.5
699,1986.0
700,1986.0
701,1986.0
702,1986.0
703,1986.0
704,1986.0
705,1986.0
706,1986.0
707,1964.5
708,1964.5
709,1964.5
710,1986.0
711,1986.0
712,1986.0
713,1986.0
714,1986.0
715,1986.0
716,1986.0
717,1986.0
718,1986.0
719,1986.0
720,1986.0
721,1986.0
722,1986.0
723,1964.5
724,1986.0
725,1986.0
726,1986.0
727,1986.0
728,2007.5
729,2007.5
730,2007.5
731,1986.0
732,1986.0
733,1964.5
734,1964.5
735,1964.5
736,1964.5
737,1986.0
738,1986.0
739,1986.0
740,1986.0
741,1986.0
742,1964.5
743,1964.5
744,1964.5
745,1964.5
746,1964.5
747,1986.0
748,1986.0
749,1964.5
750,1964.5
751,1986.0
752,1964.5
753,1986.0
754,1964.5
755,1964.5
756,1986.0
757,1986.0
758,1986.0
759,1986.0
760,1964.5
761,1964.5
762,1964.5
763,1964.5
764,1964.5
765,1964.5
766,1964.5
767,1964.5
768,1964.5
769,1964.5
770,1964.5
771,1943.0
772,1943.0
773,1943.0
774,1943.0
775,1943.0
776,1943.0
777,1964.5
778,1964.5
779,1943.0
780,1943.0
781,1943.0
782,1943.0
783,1943.0
784,1943.0
785,1943.0
786,1943.0
787,1943.0
788,1943.0
789,1943.0
790,1943.0
791,1943.0
792,1964.5
793,1964.5
794,1964.5
795,1964.5
796,1964.5
797,1964.5
798,1964.5
799,1986.0
800,1986.0
801,1986.0
802,1986.0
803,1986.0
804,1986.0
805,1986.0
806,1986.0
807,1986.0
808,1964.5
809,1986.0
810,1964.5
811,1986.0
812,1986.0
813,1986.0
814,1986.0
815,1986.0
816,1986.0
817,1986.0
818,1986.0
819,1986.0
820,2007.5
821,1986.0
822,1986.0
823,1986.0
824,1986.0
825,1986.0
826,1986.0
827,1986.0
828,1986.0
829,1986.0
830,1986.0
831,1986.0
832,1986.0
833,1964.5
834,1986.0
835,1986.0
836,1986.0
837,1986.0
838,1986.0
839,1986.0
840,1986.0
841,1986.0
842,1986.0
843,1986.0
844,1986.0
845,1986.0
846,1986.0
847,1986.0
848,1986.0
849,1986.0
850,1986.0
851,1986.0
852,1986.0
853,1986.0
854,1986.0
855,1986.0
856,1986.0
857,1986.0
858,1964.5
859,1964.5
860,1964.5
861,1964.5
862,1964.5
863,1964.5
864,1964.5
865,1964.5
866,1943.0
867,1964.5
868,1964.5
869,1964.5
870,1943.0
871,1943.0
872,1943.0
873,1943.0
874,1943.0
875,1943.0
876,1943.0
877,1943.0
878,1943.0
879,1943.0
880,1943.0
881,1943.0
882,1943.0
883,1943.0
884,1943.0
885,1943.0
886,1943.0
887,1943.0
888,1943.0
889,1943.0
890,1943.0
891,1943.0
892,1943.0
893,1943.0
894,1943.0
895,1943.0
896,1943.0
897,1943.0
898,1943.0
899,1943.0
900,1943.0
901,1943.0
902,1943.0
903,1943.0
904,1943.0
905,1943.0
906,1943.0
907,1943.0
908,1943.0
909,1943.0
910,1943.0
911,1943.0
912,1943.0
913,1943.0
914,1964.5
915,1964.5
916,1964.5
917,1964.5
918,1964.5
919,1964.5
920,1964.5
921,1964.5
922,1964.5
923,1964.5
924,1964.5
925,1986.0
926,1986.0
927,1986.0
928,1986.0
929,1986.0
930,1986.0
931,1986.0
932,1986.0
933,1986.0
934,1986.0
935,1986.0
936,1986.0
937,1986.0
938,1986.0
939,1986.0
940,1986.0
941,1986.0
942,1986.0
943,1986.0
944,1986.0
945,1986.0
946,1986.0
947,1986.0
948,1964.5
949,1986.0
950,1986.0
951,1986.0
952,2007.5
953,2007.5
954,2007.5
955,2007.5
956,1986.0
957,1986.0
958,1986.0
959,2007.5
960,2007.5
961,2007.5
962,2007.5
963,2007.5
964,2007.5
965,2007.5
966,2007.5
967,2007.5
968,2007.5
969,2007.5
970,2007.5
971,2007.5
972,2007.5
973,2007.5
974,2007.5
975,2007.5
976,2007.5
977,2007.5
978,1986.0
979,2007.5
980,2007.5
981,1986.0
982,1986.0
983,1986.0
984,1986.0
985,1986.0
986,1986.0
987,1986.0
988,1986.0
989,1986.0
990,1986.0
991,1986.0
992,1986.0
993,1986.0
994,1986.0
995,1986.0
996,1986.0
997,1986.0
998,1986.0
999,1986.0
1000,1986.0
1001,1986.0
1002,1986.0
1003,1964.5
1004,1964.5
1005,1964.5
1006,1964.5
1007,1964.5
1008,1964.5
1009,1964.5
1010,1964.5
1011,1986.0
